Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Ryan Vogelsong","SFG",135,0.4130719,,0.00043573,,,0.14030501,0.1546841,0.20522876,,,0.08627451,,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG",110.2,0.25930445,,0.30933496,,,0.23062843,0.03538743,0.10128127,,,0.06406345,,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR",181,0.53319573,,0.07602339,,,,,0.11042312,,,0.28035776,,,,"Marco Estrada",1118,462136
"Jerome Williams","PHI",121,0.1692229,,0.25511247,,,0.33895706,0.03783231,0.02402863,,,0.17484663,,,,"Jerome Williams",1137,425532
"Tommy Hunter","- - -",60.1,0.34597701,,0.08965517,,,0.24942529,0.00229885,0.31149425,,,0.00114943,,,,"Tommy Hunter",1157,488984
"R.A. Dickey","TOR",214.1,0.11046333,,,,,,,,,0.02393372,,,0.86560295,,"R.A. Dickey",1245,285079
"Colby Lewis","TEX",204.2,0.45675505,,,,,0.04450758,0.35037879,0.08080808,,,0.06755051,,,,"Colby Lewis",1259,407890
"Nick Hagadone","CLE",27.1,0.73893805,,0.1659292,,,,0.09513274,,,,,,,,"Nick Hagadone",1351,444935
"Charlie Furbush","SEA",21.2,0.32081911,,,,,0.221843,0.39590444,0.05802048,,,0.00341297,,,,"Charlie Furbush",1370,518703
"Joaquín Benoit","SDP",65.1,0.37984496,,,,,0.07945736,0.19670543,,,,0.34399225,,,,"Joaquin Benoit",1437,276542
"Aaron Harang","PHI",172.1,0.35134181,,,,,0.32768362,0.17196328,0.04661017,,,0.10240113,,,,"Aaron Harang",1451,421685
"Felix Doubront","- - -",75.1,0.33306962,,0.11787975,,,0.24050633,,0.1289557,,,0.17958861,,,,"Felix Doubront",1478,467094
"John Lackey","STL",218,0.35880077,,0.2063185,,,0.31237911,,0.09574468,,,0.02675693,,,,"John Lackey",1507,407793
"Oliver Pérez","- - -",41,0.39058172,,,,,0.18144044,0.4265928,,,,0.00138504,,,,"Oliver Perez",1514,424144
"Francisco Rodríguez","MIL",57,0.25392987,,,,,0.19830713,,0.12212817,,,0.42563482,,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",39.1,,,,,,0.72400756,0.19659735,0.0415879,,,0.03780718,,,,"Javier Lopez",1663,425657
"Chris Capuano","NYY",40.2,,,,,,0.43513514,0.26486486,0.05540541,,,0.24459459,,,,"Chris Capuano",1701,425626
"Dan Haren","- - -",187.1,0.3005521,,0.40993789,0.03519669,,0.11249137,,,0.14182195,,,,,,"Dan Haren",1757,429717
"Kevin Correia","PHI",23.1,0.19714964,,0.06175772,,,0.17339667,0.24703088,0.14251781,,,0.17814727,,,,"Kevin Correia",1767,429781
"Neal Cotts","- - -",63.1,0.40187793,,,,,0.07323944,0.51924883,,,,0.0056338,,,,"Neal Cotts",1797,425840
"Matt Belisle","STL",33.2,0.41396934,,,,,0.17035775,0.29471891,0.09028961,,,0.0306644,,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",55.2,0.59288991,,,,,0.04701835,0.27866972,0.05389908,,,0.02752294,,,,"Edwin Jackson",1841,429719
"Ryan Madson","KCR",63.1,0.49772727,,0.2,,,0.00681818,,,,,0.29545455,,,,"Ryan Madson",1852,425492
"Matt Moore","TBR",63,0.55313093,,0.06166983,,,0.03510436,,,0.23149905,,0.11859583,,,,"Matt Moore",1890,519043
"David Aardsma","ATL",30.2,0.67849687,,,0.0605428,,,0.26096033,,,,,,,,"David Aardsma",1902,430911
"Jason Frasor","- - -",28,0.61581921,,,,,0.00188324,0.19397363,,,,0.18832392,,,,"Jason Frasor",1906,430630
"Matt Thornton","WSN",41.1,0.36144578,,0.10327022,,,0.35283993,0.18244406,,,,,,,,"Matt Thornton",1918,407819
"Zack Greinke","LAD",222.2,0.43692022,,,,,0.09894867,0.19140383,0.08967223,,0.00123686,0.18181818,,,,"Zack Greinke",1943,425844
"Iván Nova","NYY",94,0.18520942,,,,,0.46269634,,0.29777487,,,0.05431937,,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",232.2,0.53530281,,,,,0.00118168,0.27858198,0.1816839,,,0.00324963,,,,"Clayton Kershaw",2036,477132
"Justin Masterson","BOS",59.1,0.28514851,,,,,0.37722772,0.29405941,,,,0.04356436,,,,"Justin Masterson",2038,475416
"Jorge De La Rosa","COL",149,0.3016617,,0.25053259,0.34725181,,0.01363443,0.01022582,0.06135492,,,0.01533873,,,,"Jorge De La Rosa",2047,407822
"Jeremy Guthrie","KCR",148.1,0.28900566,,0.15076799,,,0.17542441,0.0541633,0.16491512,,0.00242522,0.1632983,,,,"Jeremy Guthrie",2072,425386
"Chris Narveson","MIA",30.1,0.25663717,,0.21017699,,,0.17920354,,0.11946903,,,0.23451327,,,,"Chris Narveson",2141,429780
"Alfredo Simon","DET",187,0.16491803,,0.10163934,0.3357377,,0.2904918,0.00032787,0.08786885,,0.01344262,0.00557377,,,,"Alfredo Simon",2155,430580
"Chad Qualls","HOU",49.1,,,,,,0.57201646,0.42112483,,,,0.00685871,,,,"Chad Qualls",2170,430589
"Adam Wainwright","STL",28,0.15665796,,0.33681462,,,0.22454308,,0.26631854,,,0.0156658,,,,"Adam Wainwright",2233,425794
"Blaine Boyer","MIN",65,0.3569869,,,,,0.28930131,0.2510917,0.09606987,,,0.00655022,,,,"Blaine Boyer",2237,430641
"Brandon Gomes","TBR",59,0.26439232,,,0.2217484,,0.13539446,0.30277186,0.07569296,,,,,,,"Brandon Gomes",2267,460156
"Joel Peralta","LAD",29,0.49790795,,,0.30543933,,,,0.19665272,,,,,,,"Joel Peralta",2332,407908
"Héctor Rondón","CHC",70,0.32991612,,0.01491146,,,0.2665424,0.35414725,0.00093197,,,0.03355079,,,,"Hector Rondon",2391,444468
"Cory Rasmus","LAA",20.2,0.39837398,,,,,0.03252033,0.13279133,0.12737127,,,0.30894309,,,,"Cory Rasmus",2413,474284
"Corey Kluber","CLE",222,0.21367259,,,,,0.31514408,0.26824034,0.154813,,,0.04812998,,,,"Corey Kluber",2429,446372
"Lance Lynn","STL",175.1,0.56840669,,,,,0.28045036,0.07983623,0.04605937,,,0.02524736,,,,"Lance Lynn",2520,458681
"Wandy Rodriguez","TEX",86.1,0.27123977,,,,,0.33668974,,0.34361233,,,0.04845815,,,,"Wandy Rodriguez",2586,434643
"Jhoulys Chacín","ARI",26.2,0.20187793,,0.157277,,,0.27230047,0.23943662,0.04225352,,,0.08685446,,,,"Jhoulys Chacin",2608,468504
"Brian Matusz","BAL",49,0.49574727,,,,,0.06439854,0.27339004,0.0291616,,,0.13730255,,,,"Brian Matusz",2646,451085
"Brett Cecil","TOR",54.1,0.35131744,,0.05018821,,,0.13425345,,0.39648683,,,0.06775408,,,,"Brett Cecil",2660,446399
"Joba Chamberlain","- - -",27.2,0.44506518,,,,,0.02793296,0.34823091,0.16201117,,,0.01675978,,,,"Joba Chamberlain",2692,501955
"Rick Porcello","BOS",172,0.3143483,,,,,0.33771449,0.1011318,0.13873677,,,0.10806864,,,,"Rick Porcello",2717,519144
"Ross Detwiler","- - -",58.1,0.31158798,,,,,0.44034335,0.127897,0.00429185,,,0.11587983,,,,"Ross Detwiler",2859,446321
"Santiago Casilla","SFG",58,0.16779279,,,,,0.42454955,0.13851351,,0.22972973,,0.03941441,,,,"Santiago Casilla",2873,433586
"Luis Avilán","- - -",53.1,0.22850123,,0.00737101,,,0.3992629,,0.06756757,,,0.2972973,,,,"Luis Avilan",2882,501593
"Zach McAllister","CLE",69,0.59387924,,0.12406948,,,0.14226634,0.03556658,0.08436725,,,0.01985112,,,,"Zach McAllister",2895,502083
"Jeff Locke","PIT",168.1,0.03078595,,,,,0.58348424,,,0.15900036,,0.22672945,,,,"Jeff Locke",2929,502046
"Kenley Jansen","LAD",52.1,0.08816121,,0.80730479,,,,0.10453401,,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","PIT",75.1,,,,,,0.75754803,0.05032022,,,,0.19213175,,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",228.2,0.59290188,,0.01640322,,,,0.17864599,0.08082314,,,0.13122577,,,,"Max Scherzer",3137,453286
"David Price","- - -",220.1,0.34991119,,0.13173475,,,0.21166371,,,0.08081705,,0.2258733,,,,"David Price",3184,456034
"Will Harris","HOU",71,0.12288513,,0.67319679,,,,,0.19501336,,,0.00890472,,,,"Will Harris",3192,501789
"Chris Young","KCR",123.1,0.58014113,,,,,,0.38709677,,,,0.0327621,,,,"Chris Young",3196,432934
"Ervin Santana","MIN",108,0.51197605,,,,,0.01796407,0.36826347,,,,0.10179641,,,,"Ervin Santana",3200,429722
"Francisco Liriano","PIT",186.2,0.03089322,,,,,0.43787777,0.32538617,0.00167898,,,0.20416387,,,,"Francisco Liriano",3201,434538
"Jean Machi","- - -",58,0.51385681,,,,,0.02424942,,0.1039261,,,0.35796767,,,,"Jean Machi",3220,466948
"T.J. McFarland","BAL",40.1,0.02548726,,,,,0.68065967,0.19490255,,,,0.09895052,,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL",65.2,,,,,,0.90211346,0.09788654,,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","CHW",214,0.41091245,,0.09679408,0.09802713,,0.12916153,0.22348952,0.04161529,,,,,,,"Jeff Samardzija",3254,502188
"Roberto Hernandez","HOU",84.2,0.31530845,,,,,0.24600152,0.14775324,,,,0.29093679,,,,"Roberto Hernandez",3273,433584
"Joe Smith","LAA",65.1,0.18552497,,,,,0.51376147,0.29969419,,,,0.00101937,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","DET",157,0.35408406,,0.0888184,0.15979381,,0.10983347,0.18556701,0.0852498,,,0.01665345,,,,"Anibal Sanchez",3284,434671
"Hector Noesí","CHW",32.2,0.48344371,,,,,0.05960265,0.22019868,0.03145695,,,0.20529801,,,,"Hector Noesi",3292,456051
"Chris Hatcher","LAD",39,0.55590062,,0.05124224,0.17701863,,0.08850932,0.12732919,,,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL",65.1,0.32893497,,,,,0.22243167,0.44109331,0.00188501,,,0.00565504,,,,"Darren O'Day",3321,503285
"Matt Garza","MIL",148.2,0.43445378,,,,,0.23823529,0.15504202,0.14243697,,,0.02983193,,,,"Matt Garza",3340,490063
"Cesár Ramos","LAA",52.1,0.44993663,,,,,0.02281369,0.36501901,0.11787072,,,0.04435995,,,,"Cesar Ramos",3357,459987
"Ubaldo Jiménez","BAL",184,0.24212598,,0.00032808,0.16765092,,0.39435696,0.14632546,0.0492126,,,,,,,"Ubaldo Jimenez",3374,434622
"Jumbo Diaz","CIN",60.1,0.51533136,,0.0098912,,,0.20178042,0.20276954,,,,0.0702275,,,,"Jumbo Diaz",3397,471822
"Danny Duffy","KCR",136.2,0.44444444,,0.00975403,,,0.20229008,,0.23791349,,0.00466497,0.10093299,,,,"Danny Duffy",3542,518633
"Clay Buchholz","BOS",113.1,0.16569428,,0.2386231,0.00641774,,0.2672112,,0.15052509,,,0.17152859,,,,"Clay Buchholz",3543,453329
"Carlos Frías","LAD",77.2,0.27442651,,0.30161427,,,0.28887001,,0.04502974,,,0.09005947,,,,"Carlos Frias",3547,516910
"Liam Hendriks","TOR",64.2,0.3038835,,,,,0.36116505,0.26504854,0.04757282,,,0.0223301,,,,"Liam Hendriks",3548,521230
"Clayton Richard","CHC",42.1,0.12765957,,,,,0.6792144,0.06055646,0.06055646,,,0.07201309,,,,"Clayton Richard",3551,453385
"C.J. Wilson","LAA",132,0.22617354,,0.09009009,,,0.31009957,0.12707444,0.09815078,,,0.14841157,,,,"C.J. Wilson",3580,450351
"Jim Johnson","- - -",66.2,0.08986616,,,,,0.65678776,,0.18929254,,,0.06405354,,,,"Jim Johnson",3656,462382
"Cesar Jimenez","- - -",23,0.65498652,,,,,,0.12938005,,,,0.21563342,,,,"Cesar Jimenez",3762,462945
"Mat Latos","- - -",116.1,0.26751947,,0.25472747,0.14905451,,0.09788654,0.10400445,0.08565072,,,0.04115684,,,,"Mat Latos",3815,502009
"Ricky Nolasco","MIN",37.1,0.33789954,,,0.04870624,,0.18569254,0.2587519,0.16894977,,,,,,,"Ricky Nolasco",3830,445060
"Zach Duke","CHW",60.2,0.04619827,,,,,0.4985563,0.15591915,0.21174206,,,0.08758422,,,,"Zach Duke",3840,435043
"Brett Oberholtzer","HOU",38.1,0.38990826,,,,,0.18960245,0.12844037,,0.07492355,,0.21712538,,,,"Brett Oberholtzer",3855,519085
"Rubby De La Rosa","ARI",188.2,0.44588745,,,,,0.15984016,0.17249417,0.01098901,,,0.21078921,,,,"Rubby De La Rosa",3862,523989
"Enrique Burgos","ARI",27,0.49805447,,,,,,0.50194553,,,,,,,,"Enrique Burgos",3895,542609
"Casey Fien","MIN",63.1,0.52200614,,,,,0.03172979,0.37563971,0.06960082,,,0.00102354,,,,"Casey Fien",3926,502272
"David Carpenter","- - -",24.2,0.7038961,,,,,,0.29090909,,,,0.00519481,,,,"David Carpenter",3959,502304
"Edward Mujica","- - -",47.1,0.34472511,,,0.31054978,,0.13818722,0.20356612,,0.00297177,,,,,,"Edward Mujica",3970,465629
"Edinson Volquez","KCR",200.1,0.14116576,,,,,0.37006679,,,0.23861566,,0.25015179,,,,"Edinson Volquez",3990,450172
"Allen Webster","ARI",31,0.2962963,,,,,0.33918129,0.14619883,0.01364522,,,0.20467836,,,,"Allen Webster",3993,543903
"Enny Romero","TBR",30,0.66889632,,0.19732441,,,0.00334448,0.12040134,,,,0.01003344,,,,"Enny Romero",4001,544836
"Yusmeiro Petit","SFG",76,0.44625113,,0.05600723,,,,0.15898826,0.22222222,,,0.11653117,,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","LAA",180.2,,,0.10849507,,,0.61183583,0.08113268,0.0311804,,,0.16512886,0.00222717,,,"Hector Santiago",4026,502327
"Brian Duensing","MIN",48.2,0.20418848,,,,,0.32460733,0.22905759,0.07722513,,,0.16492147,,,,"Brian Duensing",4064,488846
"Pedro Strop","CHC",68,0.21525097,,,,,0.28185328,0.49227799,,,,0.01061776,,,,"Pedro Strop",4070,467008
"Junichi Tazawa","BOS",58.2,0.60421053,,,,0.20736842,0.00105263,0.08210526,0.10105263,,,0.00421053,,,,"Junichi Tazawa",4079,547749
"James Russell","CHC",34,0.4141791,,0.04664179,,,0.16604478,0.12873134,0.10447761,,,0.13992537,,,,"James Russell",4089,460701
"Luke Gregerson","HOU",61,0.11136891,,0.01972158,,,0.44199536,0.41067285,0.00116009,,,0.01508121,,,,"Luke Gregerson",4090,502381
"Carlos Villanueva","STL",61,0.29379761,,,,,0.1218716,0.36996736,0.07399347,,0.00761697,0.13275299,,,,"Carlos Villanueva",4138,453646
"Derek Holland","TEX",58.2,0.00553097,,,,,0.5829646,0.18473451,,0.12721239,,0.09955752,,,,"Derek Holland",4141,502706
"Jake Arrieta","CHC",229,0.18033265,,,,,0.33119346,0.2885906,0.15348701,,,0.04639626,,,,"Jake Arrieta",4153,453562
"Jered Weaver","LAA",159,0.24414303,,0.03288122,,,0.19687628,0.11960543,0.21907111,,,0.18742293,,,,"Jered Weaver",4235,450308
"David Hernandez","ARI",33.2,0.53151618,,,,,0.08517888,,0.36456559,,,0.01873935,,,,"David Hernandez",4259,456696
"Mark Melancon","PIT",76.2,0.1332712,,0.59366263,0.0027959,,,,,0.27027027,,,,,,"Mark Melancon",4264,453343
"Manny Parra","CIN",32.1,0.49492901,,,0.05273834,,0.11156187,0.34077079,,,,,,,,"Manny Parra",4279,448159
"Matt Albers","CHW",37.1,0.005386,,,,,0.67145422,0.1005386,0.01795332,,,0.20466786,,,,"Matt Albers",4300,458006
"Justin Wilson","NYY",61,0.48803828,,0.17511962,,,0.26889952,0.01913876,0.04880383,,,,,,,"Justin Wilson",4301,458677
"Craig Breslow","BOS",65,0.43508424,,,,,0.10505451,0.16650149,0.04658077,,,0.24677899,,,,"Craig Breslow",4363,444520
"Jeremy Hellickson","ARI",146,0.41862348,,0.00607287,,,0.14615385,0.00202429,0.2048583,,,0.22226721,,,,"Jeremy Hellickson",4371,476451
"Jonathon Niese","NYM",176.2,0.25913497,,0.16144668,,,0.27255779,0.02386279,0.15324385,,,0.12975391,,,,"Jonathon Niese",4424,477003
"Jordan Zimmermann","WSN",201.2,0.61371724,,,,,0.00873504,0.22225817,0.15140731,,,0.00388224,,,,"Jordan Zimmermann",4505,519455
"Mitch Harris","STL",27,0.52752294,,0.3853211,,,0.01146789,,0.03669725,,,0.03899083,,,,"Mitch Harris",4530,518771
"Jason Hammel","CHC",170.2,0.39362871,,,,,0.14280483,0.35554742,0.06298059,,,0.04503845,,,,"Jason Hammel",4538,434628
"Joe Thatcher","HOU",22.2,0.68613139,,0.15571776,,,,0.15815085,,,,,,,,"Joe Thatcher",4620,491159
"Brandon McCarthy","LAD",23,0.45776567,,0.1852861,,,0.14168937,,0.21525886,,,,,,,"Brandon McCarthy",4662,435221
"Sam LeCure","CIN",20,0.1320132,,,,,0.4290429,0.03630363,,0.19471947,,0.20792079,,,,"Sam LeCure",4664,459967
"Charlie Morton","PIT",129,0.0633553,,,0.08565636,,0.61429295,,0.23669539,,,,,,,"Charlie Morton",4676,450203
"Pat Neshek","HOU",54.2,,,,,,0.53609467,0.38579882,,,,0.07810651,,,,"Pat Neshek",4682,450212
"Jeff Francis","TOR",22,0.0225,,,,,0.4475,0.15,0.215,,,0.165,,,,"Jeff Francis",4684,433585
"Matt Cain","SFG",60.2,0.39112903,,,,,0.11189516,0.21673387,0.10584677,,,0.17439516,,,,"Matt Cain",4732,430912
"Jonathan Broxton","- - -",60.1,0.49691992,,,,,0.16427105,0.31519507,0.02361396,,,,,,,"Jonathan Broxton",4759,455009
"Félix Hernández","SEA",201.2,0.12747036,,,,,0.33926219,0.05862978,0.22101449,,,0.25362319,,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","LAA",135.1,0.31905679,,,,,0.23580366,0.11357074,,0.07410972,,0.2574591,,,,"Matt Shoemaker",4776,533167
"Rich Hill","BOS",29,0.46313364,,,,,0.02995392,0.02764977,0.39400922,0.00460829,,0.08064516,,,,"Rich Hill",4806,448179
"Joe Blanton","- - -",76,0.271529,,,,,0.21353251,0.31282953,0.04481547,,,0.1572935,,,,"Joe Blanton",4849,430599
"Mike Montgomery","SEA",90,0.37154696,,0.29350829,,,,,0.12776243,,,0.20718232,,,,"Mike Montgomery",4869,543557
"Brandon Maurer","SDP",51,0.36675127,,,,,0.02918782,0.42766497,,,,0.17639594,,,,"Brandon Maurer",4878,543506
"Scott Kazmir","- - -",183,0.0244898,,0.12176871,,,0.55918367,0.07244898,0.04251701,,,0.17959184,,,,"Scott Kazmir",4897,431148
"Jon Lester","CHC",205,0.4522313,,0.23852923,,,0.10810811,,0.15367693,,,0.04745443,,,,"Jon Lester",4930,452657
"Justin De Fratus","PHI",80,0.48189415,,,,,0.09610028,0.31963788,,,,0.10236769,,,,"Justin De Fratus",4955,518603
"Fernando Salas","LAA",63.2,0.58251473,,,,,0.01178782,,,0.25834971,,0.14734774,,,,"Fernando Salas",4971,477569
"Cole Hamels","- - -",212.1,0.31349564,,0.11842501,,,0.21190261,,0.12082958,,,0.23534716,,,,"Cole Hamels",4972,430935
"Fernando Abad","OAK",47.2,0.25063291,,0.13544304,,,0.3556962,0.00126582,,0.12025316,,0.13670886,,,,"Fernando Abad",4994,472551
"Jake Diekman","- - -",58.1,,,,,,0.7189781,0.24270073,,,,0.03832117,,,,"Jake Diekman",5003,518617
"Bo Schultz","TOR",43,0.63149606,,0.1984252,,,0.02677165,0.13385827,,,,0.00944882,,,,"Bo Schultz",5028,544759
"Dale Thayer","SDP",37.2,0.72757475,,,,,0.01495017,0.19269103,,,,0.06478405,,,,"Dale Thayer",5032,445612
"Yohan Flande","COL",68.1,0.07433809,,,,,0.45315682,0.29837067,,,,0.17413442,,,,"Yohan Flande",5057,456071
"Josh Fields","HOU",50.2,0.67570755,,,,,,0.11792453,,0.1615566,,0.04481132,,,,"Josh Fields",5070,451661
"Franklin Morales","KCR",62.1,0.42797056,,,,,0.2807571,0.1955836,0.0851735,,,0.01051525,,,,"Franklin Morales",5088,462985
"Jeurys Familia","NYM",78,0.08982036,,,0.05218135,,0.62104363,0.23695466,,,,,,,,"Jeurys Familia",5114,544727
"Ernesto Frieri","TBR",23.1,0.47089947,,,,,0.04232804,0.4021164,0.01322751,,,0.07142857,,,,"Ernesto Frieri",5178,457117
"Mike Pelfrey","MIN",164.2,0.11592021,,,0.14151298,,0.61686112,0.09145653,0.03424915,,,,,,,"Mike Pelfrey",5203,460059
"Chris Tillman","BAL",173,0.61789724,,0.03198367,,,,0.07213338,,0.14188499,,0.13610071,,,,"Chris Tillman",5279,501957
"Samuel Deduno","HOU",21,0.15803815,,0.38692098,,,,,0.3760218,,,0.07901907,,,,"Samuel Deduno",5285,465679
"Jose Alvarez","LAA",67,0.30730731,,,,,0.20920921,0.22922923,0.08308308,,,0.17117117,,,,"Jose Alvarez",5358,501625
"Manny Banuelos","ATL",26.1,0.56170213,,,,,0.00425532,0.1,0.11702128,,,0.21702128,,,,"Manny Banuelos",5365,544365
"Michael Pineda","NYY",160.2,0.38697017,,0.1377551,,,0.01216641,0.34497645,0.00039246,,,0.1177394,,,,"Michael Pineda",5372,501381
"Pedro Báez","LAD",51,0.58524788,,,,,0.15598549,0.14510278,,,,0.11366385,,,,"Pedro Baez",5420,520980
"Jesse Chavez","OAK",157,0.30620467,,0.23892023,,,0.16599517,0.05882353,0.05560032,,,0.17445608,,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","ATL",33.2,0.03467153,,,,,0.6459854,0.31569343,,,,0.00364964,,,,"Arodys Vizcaino",5498,527055
"Madison Bumgarner","SFG",218.1,0.48780488,,0.31175735,,,0.00531582,0.00594121,0.16885553,,,0.0203252,,,,"Madison Bumgarner",5524,518516
"Boone Logan","COL",35.1,0.35725429,,,,,0.12168487,0.52106084,,,,,,,,"Boone Logan",5525,457429
"Arnold Leon","OAK",26.2,0.58937198,,,,,,0.17149758,0.13768116,,,0.10144928,,,,"Arnold Leon",5595,504186
"Tyler Clippard","- - -",71,0.45646867,,,0.15134255,,,,0.01057771,,,0.38161107,,,,"Tyler Clippard",5640,461325
"Henderson Alvarez","MIA",22.1,0.25,,,,,0.25333333,0.17666667,0.01666667,,0.01333333,0.29,,,,"Henderson Alvarez",5669,506693
"Brooks Brown","COL",33,,,,,,0.53926702,0.10471204,0.02443281,,,0.33158813,,,,"Brooks Brown",5679,453156
"Tim Lincecum","SFG",76.1,0.24240122,,,,,0.20972644,0.11930091,0.15121581,,,0.27735562,,,,"Tim Lincecum",5705,453311
"Eric O'Flaherty","- - -",30,0.11132438,,,,,0.59884837,0.27447217,,,,0.01535509,,,,"Eric O'Flaherty",5746,447714
"Bruce Rondón","DET",31,0.59756098,,,,,,0.33972125,,,,0.06271777,,,,"Bruce Rondon",5766,541652
"Chad Billingsley","PHI",37,0.30381944,,0.18402778,,,0.29340278,0.08854167,0.03125,,,0.09895833,,,,"Chad Billingsley",5842,451532
"Radhames Liz","PIT",23.1,0.60526316,,,,,0.12631579,0.20789474,,,,0.06052632,,,,"Radhames Liz",5843,467785
"Jason Motte","CHC",48.1,0.78233035,,0.14212548,,,0.0524968,,0.02304738,,,,,,,"Jason Motte",5861,435400
"Danny Salazar","CLE",185,0.51872536,,,,,0.16425756,0.09296978,0.03679369,,,0.18725361,,,,"Danny Salazar",5867,517593
"Gonzalez Germen","- - -",38.2,0.52986217,,,,,0.05206738,0.08269525,0.00153139,,,0.3338438,,,,"Gonzalez Germen",5876,542674
"Jonathan Papelbon","- - -",63.1,0.65957447,,,0.15453527,,0.01455767,0.17133259,,,,,,,,"Jonathan Papelbon",5975,449097
"Randall Delgado","ARI",72,0.39905363,,,,,0.13958991,0.2444795,0.00788644,,,0.20899054,,,,"Randall Delgado",5985,517414
"Sugar Ray Marimon","ATL",25.2,0.36298077,,,,,0.25721154,,0.21875,,,0.16105769,,,,"Sugar Ray Marimon",6027,516970
"Kelvin Herrera","KCR",69.2,0.60667904,,,,,0.15213358,0.04359926,0.01576994,,,0.18181818,,,,"Kelvin Herrera",6033,516969
"Shaun Marcum","CLE",35,0.26811594,,0.33695652,,,0.10144928,0.02898551,0.07971014,,,0.18478261,,,,"Shaun Marcum",6204,451788
"Dellin Betances","NYY",84,0.48427213,,0.00219459,,,0.00073153,,0.07973665,0.43306511,,,,,,"Dellin Betances",6216,476454
"Kyle Kendrick","COL",142.1,,,0.2726441,,,0.44556267,0.07822507,,,,0.20356816,,,,"Kyle Kendrick",6230,452718
"Tom Gorzelanny","DET",39.1,0.15727003,,,0.00296736,,0.43175074,0.30860534,0.00148368,,,0.09792285,,,,"Tom Gorzelanny",6244,452733
"Trevor Cahill","- - -",43.1,0.03115727,,,,,0.51928783,0.16468843,,0.12611276,,0.15875371,,,,"Trevor Cahill",6249,502239
